"HAUL_ID","CRUISE","VESSEL","HAUL","STATION","LAT_DD","LON_DD","SPECIES_CODE","SPECIES_NAME","WEIGHT","SAMPLING_FACTOR","CALC_WEIGHT"
21,202301,"Vesteraalen",34,"T8",56.619097,-161.299817,10261,"northern rock sole",31.53,6.14404190309908,193.721641204714
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,10220,"starry flounder",17.49,1,17.49
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,21371,"plain sculpin",2.31,1,2.31
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,21370,"great sculpin",16.25,1,16.25
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,10261,"northern rock sole",202.6,1,202.6
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,10210,"yellowfin sole",55.36,1,55.36
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,21740,"walleye pollock",41.76,1,41.76
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,21720,"Pacific cod",4.12,1,4.12
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,10285,"Alaska plaice",3.96,1,3.96
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,10120,"Pacific halibut",0.61,1,0.61
22,202301,"Vesteraalen",35,"T7",56.784999,-161.289889,400,"skate unid.",6.74,1,6.74
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,21371,"plain sculpin",43.36,1,43.36
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,21720,"Pacific cod",2.25,1,2.25
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,21740,"walleye pollock",24.82,1,24.82
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,10120,"Pacific halibut",0.43,1,0.43
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,10210,"yellowfin sole",39.46,19.4096276112625,765.903905540418
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,10261,"northern rock sole",25.76,19.4096276112625,499.992007266122
23,202301,"Vesteraalen",36,"T6",56.95087,-161.279869,10130,"flathead sole",0.84,19.4096276112625,16.3040871934605
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,21371,"plain sculpin",53.27,1,53.27
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,21740,"walleye pollock",27.32,1,27.32
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,10120,"Pacific halibut",0.37,1,0.37
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,21370,"great sculpin",3.78,1,3.78
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,10210,"yellowfin sole",41.96,43.2260833158886,1813.76645593469
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,10220,"starry flounder",1.73,43.2260833158886,74.7811241364873
24,202301,"Vesteraalen",37,"T5",57.116712,-161.269757,10261,"northern rock sole",4.08,43.2260833158886,176.362419928826
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,10220,"starry flounder",7.21,1,7.21
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,10285,"Alaska plaice",9.71,1,9.71
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,21370,"great sculpin",5.7,1,5.7
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,21371,"plain sculpin",18.73,1,18.73
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,10210,"yellowfin sole",74.1,1,74.1
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,10261,"northern rock sole",38.21,1,38.21
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,21740,"walleye pollock",3.42,1,3.42
25,202301,"Vesteraalen",38,"T4",57.282524,-161.259551,10120,"Pacific halibut",0.45,1,0.45
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,21371,"plain sculpin",33.99,1,33.99
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,10210,"yellowfin sole",32.45,1,32.45
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,21370,"great sculpin",0.47,1,0.47
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,10120,"Pacific halibut",0.91,1,0.91
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,10220,"starry flounder",8.11,1,8.11
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,10261,"northern rock sole",27.23,1,27.23
26,202301,"Vesteraalen",39,"T3",57.448308,-161.24925,10285,"Alaska plaice",2.7,1,2.7
27,202301,"Vesteraalen",40,"S12",55.962323,-161.783755,10261,"northern rock sole",3.38,1,3.38
27,202301,"Vesteraalen",40,"S12",55.962323,-161.783755,21720,"Pacific cod",0.32,1,0.32
27,202301,"Vesteraalen",40,"S12",55.962323,-161.783755,21740,"walleye pollock",0.19,1,0.19
27,202301,"Vesteraalen",40,"S12",55.962323,-161.783755,10220,"starry flounder",0.27,1,0.27
27,202301,"Vesteraalen",40,"S12",55.962323,-161.783755,10120,"Pacific halibut",0.17,1,0.17
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,21720,"Pacific cod",0.05,1,0.05
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,10261,"northern rock sole",65.01,1,65.01
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,10285,"Alaska plaice",0.77,1,0.77
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,10210,"yellowfin sole",3.29,1,3.29
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,21740,"walleye pollock",0.01,1,0.01
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,10120,"Pacific halibut",1.47,1,1.47
28,202301,"Vesteraalen",41,"S11",56.128392,-161.776174,10220,"starry flounder",2.17,1,2.17
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,21371,"plain sculpin",1.12,1,1.12
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,10220,"starry flounder",156.76,1,156.76
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,10261,"northern rock sole",147.48,1,147.48
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,10210,"yellowfin sole",16.41,1,16.41
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,21720,"Pacific cod",2.59,1,2.59
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,21740,"walleye pollock",10.52,1,10.52
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,10285,"Alaska plaice",7.07,1,7.07
29,202301,"Vesteraalen",42,"S10",56.294425,-161.768526,10120,"Pacific halibut",0.12,1,0.12
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,10210,"yellowfin sole",13.29,9.8510582010582,130.920563492064
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,10285,"Alaska plaice",2.76,9.8510582010582,27.1889206349206
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,10220,"starry flounder",0.98,9.8510582010582,9.65403703703704
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,10112,"Kamchatka flounder",0.64,9.8510582010582,6.30467724867725
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,21740,"walleye pollock",83.68,1,83.68
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,21720,"Pacific cod",28.19,1,28.19
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,21371,"plain sculpin",2.25,1,2.25
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,21370,"great sculpin",8.99,1,8.99
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,10270,"butter sole",14.88,9.8510582010582,146.583746031746
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,10261,"northern rock sole",5.25,9.8510582010582,51.7180555555556
30,202301,"Vesteraalen",43,"S9",56.460424,-161.760808,400,"skate unid.",2.28,1,2.28
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,400,"skate unid.",31.32,1,31.32
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,21740,"walleye pollock",107.39,1,107.39
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,21720,"Pacific cod",14.94,1,14.94
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,21371,"plain sculpin",2.72,1,2.72
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,10200,"rex sole",0.69,13.0646788990826,9.01462844036697
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,10110,"arrowtooth flounder",0.38,13.0646788990826,4.96457798165138
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,10285,"Alaska plaice",7.56,13.0646788990826,98.7689724770642
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,10261,"northern rock sole",8.02,13.0646788990826,104.778724770642
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,10210,"yellowfin sole",25.08,13.0646788990826,327.662146788991
31,202301,"Vesteraalen",44,"S8",56.62639,-161.75302,10130,"flathead sole",1.87,13.0646788990826,24.4309495412844
32,202301,"Vesteraalen",45,"S7",56.792325,-161.745161,21740,"walleye pollock",142.74,1,142.74
32,202301,"Vesteraalen",45,"S7",56.792325,-161.745161,21720,"Pacific cod",32.35,1,32.35
32,202301,"Vesteraalen",45,"S7",56.792325,-161.745161,21370,"great sculpin",3.32,1,3.32
32,202301,"Vesteraalen",45,"S7",56.792325,-161.745161,21371,"plain sculpin",8.24,1,8.24
32,202301,"Vesteraalen",45,"S7",56.792325,-161.745161,10210,"yellowfin sole",34.14,62.5552805280528,2135.63727722772
32,202301,"Vesteraalen",45,"S7",56.792325,-161.745161,10261,"northern rock sole",2.22,62.5552805280528,138.872722772277
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,21370,"great sculpin",4.66,1,4.66
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,21371,"plain sculpin",16.8,1,16.8
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,10210,"yellowfin sole",34.32,1,34.32
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,10261,"northern rock sole",70.55,1,70.55
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,10285,"Alaska plaice",2.6,1,2.6
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,10130,"flathead sole",0.94,1,0.94
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,10220,"starry flounder",0.78,1,0.78
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,10120,"Pacific halibut",0.75,1,0.75
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,21720,"Pacific cod",1.57,1,1.57
33,202301,"Vesteraalen",46,"S6",56.958229,-161.737229,21740,"walleye pollock",12.73,1,12.73
34,202301,"Vesteraalen",47,"S5",57.124102,-161.729225,21371,"plain sculpin",7.13,1,7.13
34,202301,"Vesteraalen",47,"S5",57.124102,-161.729225,21740,"walleye pollock",1.89,1,1.89
34,202301,"Vesteraalen",47,"S5",57.124102,-161.729225,10261,"northern rock sole",17.16,1,17.16
34,202301,"Vesteraalen",47,"S5",57.124102,-161.729225,10220,"starry flounder",4.3,1,4.3
34,202301,"Vesteraalen",47,"S5",57.124102,-161.729225,10210,"yellowfin sole",20.44,1,20.44
34,202301,"Vesteraalen",47,"S5",57.124102,-161.729225,10285,"Alaska plaice",5.3,1,5.3
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,21371,"plain sculpin",6.76,1,6.76
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,10220,"starry flounder",13.53,1,13.53
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,10261,"northern rock sole",0.65,1,0.65
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,10285,"Alaska plaice",11.94,1,11.94
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,10210,"yellowfin sole",3.45,1,3.45
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,21720,"Pacific cod",0.01,1,0.01
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,10120,"Pacific halibut",0.18,1,0.18
35,202301,"Vesteraalen",48,"S4",57.289948,-161.721146,21740,"walleye pollock",0.04,1,0.04
36,202301,"Vesteraalen",49,"S3",57.455765,-161.712992,10220,"starry flounder",1.38,1,1.38
36,202301,"Vesteraalen",49,"S3",57.455765,-161.712992,10210,"yellowfin sole",1.45,1,1.45
36,202301,"Vesteraalen",49,"S3",57.455765,-161.712992,21371,"plain sculpin",0.74,1,0.74
36,202301,"Vesteraalen",49,"S3",57.455765,-161.712992,10120,"Pacific halibut",0.35,1,0.35
36,202301,"Vesteraalen",49,"S3",57.455765,-161.712992,10285,"Alaska plaice",3.17,1,3.17
36,202301,"Vesteraalen",49,"S3",57.455765,-161.712992,10261,"northern rock sole",2.52,1,2.52
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,10285,"Alaska plaice",0.69,1,0.69
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,10210,"yellowfin sole",2.99,1,2.99
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,21371,"plain sculpin",4.92,1,4.92
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,10220,"starry flounder",8.63,1,8.63
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,10261,"northern rock sole",26.01,1,26.01
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,21740,"walleye pollock",0.05,1,0.05
37,202301,"Vesteraalen",50,"S2",57.621556,-161.704761,10120,"Pacific halibut",0.12,1,0.12
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,21371,"plain sculpin",1.21,1,1.21
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,10220,"starry flounder",5,1,5
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,10261,"northern rock sole",23.21,1,23.21
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,10210,"yellowfin sole",0.96,1,0.96
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,21720,"Pacific cod",0.01,1,0.01
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,10120,"Pacific halibut",0.14,1,0.14
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,21740,"walleye pollock",0.02,1,0.02
38,202301,"Vesteraalen",51,"S1",57.787321,-161.696454,10285,"Alaska plaice",0.48,1,0.48
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,21371,"plain sculpin",1.01,1,1.01
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,10261,"northern rock sole",4.9,1,4.9
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,10120,"Pacific halibut",0.07,1,0.07
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,10220,"starry flounder",1.9,1,1.9
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,10210,"yellowfin sole",1.09,1,1.09
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,21740,"walleye pollock",0.02,1,0.02
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,21720,"Pacific cod",0.01,1,0.01
39,202301,"Vesteraalen",52,"R1",57.793094,-162.164726,10285,"Alaska plaice",0.28,1,0.28
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,21371,"plain sculpin",2.15,1,2.15
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,10220,"starry flounder",0.16,1,0.16
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,10210,"yellowfin sole",0.37,1,0.37
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,21720,"Pacific cod",0.1,1,0.1
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,10261,"northern rock sole",2.06,1,2.06
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,10285,"Alaska plaice",0.22,1,0.22
40,202301,"Vesteraalen",53,"R2",57.627302,-162.170844,21740,"walleye pollock",0.04,1,0.04
41,202301,"Vesteraalen",54,"R3",57.461485,-162.176905,10210,"yellowfin sole",0.92,1,0.92
41,202301,"Vesteraalen",54,"R3",57.461485,-162.176905,21371,"plain sculpin",3.12,1,3.12
41,202301,"Vesteraalen",54,"R3",57.461485,-162.176905,21740,"walleye pollock",0.06,1,0.06
41,202301,"Vesteraalen",54,"R3",57.461485,-162.176905,10261,"northern rock sole",2.28,1,2.28
41,202301,"Vesteraalen",54,"R3",57.461485,-162.176905,10285,"Alaska plaice",0.37,1,0.37
42,202301,"Vesteraalen",55,"R4",57.295642,-162.18291,21371,"plain sculpin",2.14,1,2.14
42,202301,"Vesteraalen",55,"R4",57.295642,-162.18291,10261,"northern rock sole",3.91,1,3.91
42,202301,"Vesteraalen",55,"R4",57.295642,-162.18291,10285,"Alaska plaice",0.63,1,0.63
42,202301,"Vesteraalen",55,"R4",57.295642,-162.18291,21740,"walleye pollock",0.01,1,0.01
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,10285,"Alaska plaice",5.22,1,5.22
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,21371,"plain sculpin",5.79,1,5.79
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,21720,"Pacific cod",0.43,1,0.43
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,10220,"starry flounder",18.25,1,18.25
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,10261,"northern rock sole",24.3,1,24.3
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,10210,"yellowfin sole",8.9,1,8.9
43,202301,"Vesteraalen",56,"R5",57.129772,-162.18886,10120,"Pacific halibut",0.15,1,0.15
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,10210,"yellowfin sole",261.03,1,261.03
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,10285,"Alaska plaice",26.9,1,26.9
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,10261,"northern rock sole",56.92,1,56.92
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,10220,"starry flounder",20.32,1,20.32
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,21371,"plain sculpin",23.235,1,23.235
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,21370,"great sculpin",0.38,1,0.38
44,202301,"Vesteraalen",57,"R6",56.963873,-162.194754,21740,"walleye pollock",8.13,1,8.13
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,21371,"plain sculpin",14.18,1,14.18
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,21740,"walleye pollock",35.04,1,35.04
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,21370,"great sculpin",0.84,1,0.84
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,10261,"northern rock sole",1.76,26.8139534883721,47.1925581395349
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,10285,"Alaska plaice",2.24,26.8139534883721,60.0632558139535
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,10210,"yellowfin sole",14.06,26.8139534883721,377.004186046512
45,202301,"Vesteraalen",58,"R7",56.797944,-162.200595,21720,"Pacific cod",0.08,1,0.08
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,21370,"great sculpin",1.26,1,1.26
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,21371,"plain sculpin",7.08,1,7.08
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,400,"skate unid.",23.1,1,23.1
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,21740,"walleye pollock",2.48,1,2.48
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,10210,"yellowfin sole",15.74,24.2786956521739,382.146669565217
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,21720,"Pacific cod",4.5,1,4.5
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,10285,"Alaska plaice",2.82,24.2786956521739,68.4659217391304
46,202301,"Vesteraalen",59,"R8",56.631985,-162.206383,10261,"northern rock sole",4.44,24.2786956521739,107.797408695652
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,21740,"walleye pollock",186.27,1,186.27
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,21371,"plain sculpin",11.29,1,11.29
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,21720,"Pacific cod",33.02,1,33.02
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,10120,"Pacific halibut",2.76,1,2.76
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,21370,"great sculpin",2.65,1,2.65
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,10261,"northern rock sole",15.18,26.1376544548016,396.769594623889
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,10130,"flathead sole",2.222,26.1376544548016,58.0778681985693
47,202301,"Vesteraalen",60,"R9",56.465995,-162.212118,10210,"yellowfin sole",1.05,26.1376544548016,27.4445371775417
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,21740,"walleye pollock",277.1,1,277.1
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,21720,"Pacific cod",17.46,1,17.46
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,21370,"great sculpin",6.46,1,6.46
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,21371,"plain sculpin",1.58,1,1.58
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,10261,"northern rock sole",23.86,10.1508120649652,242.19837587007
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,10210,"yellowfin sole",4.76,10.1508120649652,48.3178654292343
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,10285,"Alaska plaice",3.72,10.1508120649652,37.7610208816705
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,10130,"flathead sole",0.94,10.1508120649652,9.54176334106729
48,202301,"Vesteraalen",61,"R10",56.299971,-162.217801,10220,"starry flounder",1.2,10.1508120649652,12.1809744779582
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,10120,"Pacific halibut",7.17,1,7.17
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,21740,"walleye pollock",17.92,1,17.92
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,400,"skate unid.",8,1,8
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,21720,"Pacific cod",24,1,24
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,21370,"great sculpin",5.52,1,5.52
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,10261,"northern rock sole",16.6,10.4539939332659,173.536299292214
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,10130,"flathead sole",0.58,10.4539939332659,6.06331648129424
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,10210,"yellowfin sole",1.32,10.4539939332659,13.799271991911
49,202301,"Vesteraalen",62,"R11",56.133914,-162.223434,10285,"Alaska plaice",1.28,10.4539939332659,13.3811122345804
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,21740,"walleye pollock",237.48,1,237.48
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,21720,"Pacific cod",16.48,1,16.48
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,21370,"great sculpin",3.81,1,3.81
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,10261,"northern rock sole",23.76,8.45597210113339,200.913897122929
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,10120,"Pacific halibut",2.49,1,2.49
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,10210,"yellowfin sole",6.67,8.45597210113339,56.4013339145597
50,202301,"Vesteraalen",63,"R12",55.967823,-162.229016,10285,"Alaska plaice",3.98,8.45597210113339,33.6547689625109
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,21371,"plain sculpin",2.95,1,2.95
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,10261,"northern rock sole",24.73,1,24.73
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,21720,"Pacific cod",0.03,1,0.03
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,21370,"great sculpin",2.13,1,2.13
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,10210,"yellowfin sole",1.54,1,1.54
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,471,"Alaska skate",2.25,1,2.25
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,10120,"Pacific halibut",0.51,1,0.51
51,202301,"Vesteraalen",64,"R13",55.801695,-162.234548,21740,"walleye pollock",2.26,1,2.26
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,21371,"plain sculpin",1.35,1,1.35
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,10220,"starry flounder",7.53,1,7.53
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,10210,"yellowfin sole",7.74,1,7.74
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,10261,"northern rock sole",19.25,1,19.25
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,10120,"Pacific halibut",0.33,1,0.33
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,21370,"great sculpin",0.32,1,0.32
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,21740,"walleye pollock",0.14,1,0.14
52,202301,"Vesteraalen",65,"Q14",55.639327,-162.681458,10285,"Alaska plaice",0.21,1,0.21
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,21720,"Pacific cod",4.39,1,4.39
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,21740,"walleye pollock",7.73,1,7.73
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,10120,"Pacific halibut",0.41,1,0.41
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,21370,"great sculpin",1.62,1,1.62
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,10261,"northern rock sole",16.2,10.2596153846154,166.205769230769
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,10285,"Alaska plaice",0.98,10.2596153846154,10.0544230769231
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,10220,"starry flounder",5.59,10.2596153846154,57.35125
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,10210,"yellowfin sole",1.06,10.2596153846154,10.8751923076923
53,202301,"Vesteraalen",66,"Q13",55.805507,-162.677939,10110,"arrowtooth flounder",0.09,10.2596153846154,0.923365384615385
